trip_id,vehicle_id,attempt_number,draw_number,parking_index,success,is_planned_cell
324,32,3,1,74,True,True
325,32,1,1,104,False,True
325,32,2,1,105,True,True
326,32,1,1,147,False,True
326,32,2,1,152,True,True
327,32,1,1,44,False,True
327,32,2,1,39,False,False
327,32,2,2,40,True,True
328,32,1,1,99,True,True
329,32,1,1,94,False,True
329,32,2,1,94,True,True
330,33,1,1,66,True,True
331,33,1,1,89,True,False
332,33,1,1,117,False,True
332,33,2,1,100,False,False
332,33,2,2,96,False,True
332,33,3,1,100,False,True
332,33,4,1,116,False,True
332,33,5,1,126,True,False
333,33,1,1,33,False,True
333,33,2,1,4,False,True
333,33,3,1,7,False,True
333,33,4,1,7,False,True
333,33,5,1,27,True,True
334,33,1,1,36,False,False
334,33,1,2,48,False,True
334,33,2,1,36,False,True
334,33,3,1,47,True,True
335,33,1,1,85,False,True
335,33,2,1,90,True,False
336,33,1,1,148,False,True
336,33,2,1,148,False,True
336,33,3,1,134,True,True
337,33,1,1,4,True,True
338,33,1,1,20,False,False
338,33,1,2,30,False,True
338,33,2,1,44,False,True
338,33,3,1,31,True,True
339,33,1,1,119,False,True
339,33,2,1,103,True,True
340,34,1,1,72,False,False
340,34,1,2,65,True,False
341,34,1,1,64,False,True
341,34,2,1,57,False,True
341,34,3,1,44,False,True
341,34,4,1,44,False,True
341,34,5,1,57,False,True
341,34,6,1,58,True,True
342,34,1,1,78,False,True
342,34,2,1,82,True,True
343,34,1,1,26,True,True
344,34,1,1,59,True,True
345,34,1,1,54,True,True
346,34,1,1,142,False,True
346,34,2,1,145,False,False
346,34,2,2,150,False,True
346,34,3,1,153,True,True
347,34,1,1,73,False,True
347,34,2,1,66,True,True
348,34,1,1,30,False,True
348,34,2,1,30,False,True
348,34,3,1,38,True,False
349,34,1,1,33,True,True
350,35,1,1,77,True,True
351,35,1,1,110,False,False
351,35,1,2,127,False,True
351,35,2,1,127,False,True
351,35,3,1,102,True,True
352,35,1,1,58,True,True
353,35,1,1,89,False,False
353,35,1,2,96,False,True
353,35,2,1,96,True,True
354,35,1,1,138,True,False
355,35,1,1,11,True,True
356,35,1,1,77,False,True
356,35,2,1,77,True,True
357,35,1,1,104,False,True
357,35,2,1,104,True,True
358,35,1,1,10,True,True
359,35,1,1,148,True,True
360,36,1,1,59,True,False
361,36,1,1,48,True,True
362,36,1,1,52,True,True
363,36,1,1,26,False,True
363,36,2,1,26,True,True
364,36,1,1,96,True,True
365,36,1,1,90,True,True
366,36,1,1,136,True,True
367,36,1,1,123,True,True
368,36,1,1,142,False,True
368,36,2,1,142,True,True
369,36,1,1,111,False,False
369,36,1,2,106,False,True
369,36,2,1,106,False,True
369,36,3,1,106,True,True
370,37,1,1,16,False,True
370,37,2,1,15,False,True
370,37,3,1,21,False,True
370,37,4,1,21,False,True
370,37,5,1,16,True,False
371,37,1,1,4,True,True
372,37,1,1,137,True,True
373,37,1,1,146,False,True
373,37,2,1,133,True,True
374,37,1,1,2,True,True
375,37,1,1,62,True,True
376,37,1,1,24,False,True
376,37,2,1,23,False,True
376,37,3,1,24,False,False
376,37,3,2,25,True,True
377,37,1,1,89,True,True
378,37,1,1,93,False,True
378,37,2,1,94,False,False
378,37,2,2,95,False,True
378,37,3,1,95,True,True
379,37,1,1,32,False,True
379,37,2,1,33,False,True
379,37,3,1,33,True,True
380,38,1,1,102,False,True
380,38,2,1,103,False,True
380,38,3,1,103,False,True
380,38,4,1,103,True,True
381,38,1,1,82,True,False
382,38,1,1,71,False,True
382,38,2,1,71,False,True
382,38,3,1,71,False,True
382,38,4,1,71,True,True
383,38,1,1,75,True,True
384,38,1,1,94,True,False
385,38,1,1,117,False,True
385,38,2,1,126,True,True
386,38,1,1,119,False,False
386,38,1,2,120,False,False
386,38,1,3,121,False,True
386,38,2,1,121,True,True
387,38,1,1,30,False,True
387,38,2,1,30,True,True
388,38,1,1,79,False,False
388,38,1,2,80,True,True
389,38,1,1,81,True,False
390,39,1,1,98,False,True
390,39,2,1,98,False,True
390,39,3,1,103,True,True
391,39,1,1,7,False,True
391,39,2,1,7,True,True
392,39,1,1,70,True,True
393,39,1,1,65,False,True
393,39,2,1,65,True,True
394,39,1,1,59,True,True
395,39,1,1,50,False,True
395,39,2,1,50,False,True
395,39,3,1,50,True,True
396,39,1,1,59,False,True
396,39,2,1,59,False,True
396,39,3,1,50,False,False
396,39,3,2,45,False,True
396,39,4,1,45,False,True
396,39,5,1,45,True,True
397,39,1,1,67,True,False
398,39,1,1,26,True,True
399,39,1,1,56,True,True
400,40,1,1,133,True,True
401,40,1,1,54,False,True
401,40,2,1,54,True,True
402,40,1,1,54,False,True
402,40,2,1,54,True,True
403,40,1,1,25,False,True
403,40,2,1,20,False,True
403,40,3,1,20,True,True
404,40,1,1,104,True,True
405,40,1,1,102,False,False
405,40,1,2,101,True,False
406,40,1,1,66,False,True
406,40,2,1,66,True,True
407,40,1,1,36,True,True
408,40,1,1,57,False,False
408,40,1,2,56,False,True
408,40,2,1,49,False,False
408,40,2,2,37,False,True
408,40,3,1,49,False,False
408,40,3,2,54,True,True
409,40,1,1,66,False,True
409,40,2,1,73,False,True
409,40,3,1,66,False,True
409,40,4,1,66,True,True
410,41,1,1,73,False,False
410,41,1,2,59,False,False
410,41,1,3,51,False,False
410,41,1,4,52,False,True
410,41,2,1,52,True,True
411,41,1,1,34,False,True
411,41,2,1,52,True,False
412,41,1,1,130,False,True
412,41,2,1,141,False,True
412,41,3,1,141,True,True
413,41,1,1,103,False,True
413,41,2,1,110,False,True
413,41,3,1,109,True,True
414,41,1,1,119,True,True
415,41,1,1,42,False,True
415,41,2,1,33,True,True
416,41,1,1,41,True,False
417,41,1,1,102,False,True
417,41,2,1,109,False,True
417,41,3,1,109,False,True
417,41,4,1,109,True,True
418,41,1,1,85,True,True
419,41,1,1,87,False,True
419,41,2,1,87,True,True
420,42,1,1,80,False,True
420,42,2,1,80,False,True
420,42,3,1,80,True,True
421,42,1,1,88,False,True
421,42,2,1,88,True,True
422,42,1,1,84,True,False
423,42,1,1,83,False,True
423,42,2,1,61,True,False
424,42,1,1,85,True,True
425,42,1,1,150,False,True
425,42,2,1,145,True,True
426,42,1,1,66,False,True
426,42,2,1,66,True,True
427,42,1,1,97,False,True
427,42,2,1,97,True,True
428,42,1,1,24,False,True
428,42,2,1,38,False,True
428,42,3,1,49,True,False
429,42,1,1,44,True,True
430,43,1,1,76,True,True
431,43,1,1,127,True,True
432,43,1,1,28,False,True
432,43,2,1,28,False,True
432,43,3,1,47,True,True
433,43,1,1,63,True,True
434,43,1,1,129,False,True
434,43,2,1,146,False,True
434,43,3,1,147,True,True
435,43,1,1,111,False,True
435,43,2,1,104,False,True
435,43,3,1,98,False,True
435,43,4,1,98,False,True
435,43,5,1,98,False,True
435,43,6,1,98,False,True
435,43,7,1,105,True,True
436,43,1,1,54,True,True
437,43,1,1,82,True,True
438,43,1,1,103,False,True
438,43,2,1,127,False,True
438,43,3,1,127,False,True
438,43,4,1,103,False,True
438,43,5,1,110,False,True
438,43,6,1,110,False,True
438,43,7,1,110,False,True
438,43,8,1,110,True,True
439,43,1,1,138,True,True
440,44,1,1,134,True,True
441,44,1,1,127,False,True
441,44,2,1,127,True,True
442,44,1,1,40,False,True
442,44,2,1,39,False,True
442,44,3,1,39,False,True
442,44,4,1,30,False,True
442,44,5,1,31,True,False
443,44,1,1,140,False,True
443,44,2,1,137,False,True
443,44,3,1,137,True,True
444,44,1,1,110,True,False
445,44,1,1,97,False,True
445,44,2,1,103,False,True
445,44,3,1,103,True,True
446,44,1,1,135,True,False
447,44,1,1,97,True,True
448,44,1,1,116,False,True
448,44,2,1,89,True,True
449,44,1,1,48,True,True
450,45,1,1,146,True,True
451,45,1,1,21,False,True
451,45,2,1,21,False,True
451,45,3,1,21,False,True
451,45,4,1,21,False,True
451,45,5,1,21,False,True
451,45,6,1,21,False,True
451,45,7,1,21,False,True
451,45,8,1,21,False,True
451,45,9,1,3,False,True
451,45,10,1,2,True,True
452,45,1,1,98,False,True
452,45,2,1,98,False,True
452,45,3,1,98,False,True
452,45,4,1,90,False,False
452,45,4,2,89,True,True
453,45,1,1,77,True,False
454,45,1,1,68,True,False
455,45,1,1,137,False,True
455,45,2,1,137,False,True
455,45,3,1,140,False,True
455,45,4,1,140,True,True
